idema,nombre,provincia_id,latitud,longitud,altitud
7138B,JUMILLA,30,38.45,-1.3333,485
7145D,CIEZA,30,38.2167,-1.3667,265
7158X,ARCHENA,30,38.1167,-1.3,150
7172X,MULA,30,38.0333,-1.4333,255
7178I,MURCIA,30,38,-1.1667,62
7195X,"CARAVACA DE LA CRUZ, LOS ROYOS",30,37.9167,-2.05,985
7203A,"LORCA, ZARCILLA DE RAMOS",30,37.8333,-1.8667,646
7209,LORCA,30,37.65,-1.6833,312
7211B,PUERTO LUMBRERAS,30,37.5667,-1.7833,445
7218Y,TOTANA,30,37.75,-1.5,281
7227X,ALHAMA DE MURCIA,30,37.85,-1.3333,157
7228,"ALCANTARILLA, BASE AÉREA",30,37.95,-1.2167,75
7237E,MOLINA DE SEGURA,30,38.1333,-1.15,170
7244X,ORIHUELA,3,38.0667,-0.9667,26
7247X,EL PINÓS/PINOSO,3,38.3833,-1.0333,575
7250C,ABANILLA,30,38.1833,-1.0333,174
7261X,ROJALES,3,38.0833,-0.7,31
7275C,YECLA,30,38.6,-1.15,640
8005X,FONTANARS DELS ALFORINS,46,38.7667,-0.7833,622
8008Y,VILLENA,3,38.5667,-0.85,486
8013X,NOVELDA,3,38.3833,-0.75,233
8018X,ELX/ELCHE,3,38.2833,-0.6667,110
8019,ALICANTE-ELCHE AEROPUERTO,3,38.2667,-0.5667,43
8025,ALACANT/ALICANTE,3,38.3667,-0.4833,81
8036Y,BENIDORM,3,38.5333,-0.1333,36
8050X,JÁVEA/ XÀBIA,3,38.7833,0.1667,15
8057C,PEGO,3,38.8333,-0.1167,60
8058X,OLIVA,46,38.9167,-0.0833,5
8058Y,MIRAMAR,46,38.95,-0.1333,12
8059C,ALCOI/ALCOY,3,38.7,-0.45,530
8072Y,BARX,46,39.0167,-0.3,340
8084Y,PANTANO DE LA TOBA (AUTOMATICA),16,40.2167,-1.9167,1154
8096,CUENCA,16,40.0667,-2.1167,949
8155Y,MOTILLA DEL PALANCAR,16,39.55,-1.9,830
8175,ALBACETE BASE AÉREA,2,38.95,-1.85,702
8177A,CHINCHILLA,2,38.9333,-1.65,880
8178D,ALBACETE,2,39,-1.85,674
8193E,JALANCE,46,39.2,-1.0833,372
8198Y,ALMANSA,2,38.85,-1.05,710
8203O,ZARRA,46,39.0667,-1.1,855
8210Y,SALVACAÑETE,16,40.1,-1.5,1160
8245Y,MIRA,16,39.7,-1.4333,815
8270X,BICORP,46,39.1333,-0.7833,305
8283X,ONTINYENT,46,38.8167,-0.6,350
8293X,XÀTIVA,46,39,-0.5167,88
8300X,CARCAIXENT,46,39.1,-0.4333,25
8309X,UTIEL,46,39.5667,-1.2333,758
8325X,POLINYÀ DE XÚQUER,46,39.1833,-0.3667,12
8337X,TURÍS,46,39.3833,-0.6167,186
8354X,ALBARRACÍN,44,40.4167,-1.4333,1130
8368U,TERUEL,44,40.35,-1.1167,902
8376,JABALOYAS,44,40.2333,-1.4,1430
8381X,ADEMUZ,46,40.05,-1.2833,705
8395X,CHELVA,46,39.75,-0.9833,515
8409X,LLÍRIA,46,39.65,-0.65,198
8414A,VALENCIA AEROPUERTO,46,39.4833,-0.4667,56
8416,VALÈNCIA,46,39.4667,-0.35,11
8416X,"VALENCIA, UPV",46,39.4667,-0.3333,6
8416Y,"VALÈNCIA, VIVEROS",46,39.4667,-0.35,11
8439X,SEGORBE,12,39.7833,-0.4833,400
8446Y,SAGUNT/SAGUNTO,46,39.7,-0.25,24
8458X,CEDRILLAS,44,40.4167,-0.8333,1380
8472A,MONTANEJOS,12,40.0833,-0.5333,601
8486X,MOSQUERUELA,44,40.35,-0.45,1515
